locale,key,status
am,cause_auth_failed_details,same_as_fr
am,cause_app_password_revoked,same_as_fr
am,cause_app_password_revoked_details,same_as_fr
am,recommended_actions,same_as_fr
am,action_if_limit,same_as_fr
am,action_if_limit_details,same_as_fr
am,action_check_logs,same_as_fr
am,action_check_logs_details,same_as_fr
am,action_test_connection,same_as_fr
am,action_check_config,same_as_fr
am,action_check_config_details,same_as_fr
am,action_regenerate_password,same_as_fr
am,action_regenerate_password_details,same_as_fr
am,system_information,same_as_fr
am,label_smtp_server,same_as_fr
am,label_port,same_as_fr
am,label_account,same_as_fr
am,label_environment,same_as_fr
am,alert_auto_generated_notice,same_as_fr
am,account_management_system,same_as_fr
am,alert_generated_by_safemail,same_as_fr
am,contact_technical_team,same_as_fr
am,password_reset_title,same_as_fr
am,password_reset_heading,same_as_fr
am,greeting_simple_name,same_as_fr
am,password_reset_reason,same_as_fr
am,password_reset_click_link,same_as_fr
am,password_reset_no_action_needed,same_as_fr
am,thank_you_using_brand,same_as_fr
ar,compte_created_subject,same_as_fr
ar,compte_created_title,same_as_fr
ar,greeting,same_as_fr
ar,compte_created_message,same_as_fr
ar,credentials_title,same_as_fr
ar,label_email,same_as_fr
ar,label_password,same_as_fr
ar,label_initial_balance,same_as_fr
ar,cta_login,same_as_fr
ar,info_access,same_as_fr
ar,support_contact,same_as_fr
ar,footer_thanks,same_as_fr
ar,footer_brand,same_as_fr
ar,footer_partner,same_as_fr
ar,virement_success_subject,same_as_fr
ar,virement_success_title,same_as_fr
ar,virement_success_message,same_as_fr
ar,virement_failed_subject,same_as_fr
ar,virement_failed_title,same_as_fr
ar,virement_failed_message,same_as_fr
ar,details_title,same_as_fr
ar,label_amount,same_as_fr
ar,label_date,same_as_fr
ar,label_beneficiary,same_as_fr
ar,virement_notice,same_as_fr
ar,thanks,same_as_fr
ar,contact_support_for_info,same_as_fr
ar,regards,same_as_fr
ar,service_client,same_as_fr
ar,auto_generated_notice,same_as_fr
ar,compte_activated_title,same_as_fr
ar,compte_activated_heading,same_as_fr
ar,good_news,same_as_fr
ar,compte_activated_message,same_as_fr
ar,compte_activated_explanation,same_as_fr
ar,label_holder,same_as_fr
ar,label_current_balance,same_as_fr
ar,label_status,same_as_fr
ar,status_active,same_as_fr
ar,you_can_now,same_as_fr
ar,can_make_transfers,same_as_fr
ar,check_balance,same_as_fr
ar,manage_transactions,same_as_fr
ar,access_services,same_as_fr
ar,thanks_welcome,same_as_fr
ar,unlock_code_used_title,same_as_fr
ar,unlock_code_used_heading,same_as_fr
ar,greeting_simple,same_as_fr
ar,info_notification,same_as_fr
ar,unlock_code_used_alert,same_as_fr
ar,unlock_code_used_explanation,same_as_fr
ar,label_date_time,same_as_fr
ar,label_transfer_amount,same_as_fr
ar,label_recipient,same_as_fr
ar,urgent_if_not_you,same_as_fr
ar,contact_support_immediately,same_as_fr
ar,check_recent_transactions,same_as_fr
ar,change_access_codes,same_as_fr
ar,if_legitimate,same_as_fr
ar,client_can_finalize,same_as_fr
ar,transfer_unlock_code_title,same_as_fr
ar,transfer_unlock_heading,same_as_fr
ar,transfer_unlock_message_intro,same_as_fr
ar,transfer_unlock_code_label,same_as_fr
ar,your_unlock_code,same_as_fr
ar,do_not_share_unlock_code,same_as_fr
ar,unlock_code_personal_confidential,same_as_fr
ar,unlock_code_needed_finalize,same_as_fr
ar,contact_support_for_questions,same_as_fr
ar,welcome_title,same_as_fr
ar,welcome_heading,same_as_fr
ar,welcome_message,same_as_fr
ar,login_credentials_title,same_as_fr
ar,access_member_area,same_as_fr
ar,pleasure_to_assist,same_as_fr
ar,balance_decreased_title,same_as_fr
ar,balance_decreased_heading,same_as_fr
ar,balance_decreased_message,same_as_fr
ar,operation_details,same_as_fr
ar,label_amount_deducted,same_as_fr
ar,label_new_balance,same_as_fr
ar,contact_us_if_questions,same_as_fr
ar,balance_increased_title,same_as_fr
ar,balance_increased_heading,same_as_fr
ar,balance_increased_message,same_as_fr
ar,label_amount_added,same_as_fr
ar,thank_you_trust,same_as_fr
ar,refund_title,same_as_fr
ar,refund_heading,same_as_fr
ar,refund_message,same_as_fr
ar,transfer_details,same_as_fr
ar,label_transfer_date,same_as_fr
ar,label_transfer_reason,same_as_fr
ar,refund_amount_text,same_as_fr
ar,refund_apology_contact,same_as_fr
ar,mail_error_alert_title,same_as_fr
ar,system_alert,same_as_fr
ar,mail_send_failure_detected,same_as_fr
ar,email_sending_problem,same_as_fr
ar,email_send_failure_explanation,same_as_fr
ar,error_details,same_as_fr
ar,label_failed_recipient,same_as_fr
ar,label_context,same_as_fr
ar,label_error_message,same_as_fr
ar,possible_causes,same_as_fr
ar,cause_daily_limit,same_as_fr
ar,cause_daily_limit_details,same_as_fr
ar,cause_smtp_connection,same_as_fr
ar,cause_smtp_connection_details,same_as_fr
ar,cause_auth_failed,same_as_fr
ar,cause_auth_failed_details,same_as_fr
ar,cause_app_password_revoked,same_as_fr
ar,cause_app_password_revoked_details,same_as_fr
ar,recommended_actions,same_as_fr
ar,action_if_limit,same_as_fr
ar,action_if_limit_details,same_as_fr
ar,action_check_logs,same_as_fr
ar,action_check_logs_details,same_as_fr
ar,action_test_connection,same_as_fr
ar,action_check_config,same_as_fr
ar,action_check_config_details,same_as_fr
ar,action_regenerate_password,same_as_fr
ar,action_regenerate_password_details,same_as_fr
ar,system_information,same_as_fr
ar,label_smtp_server,same_as_fr
ar,label_port,same_as_fr
ar,label_account,same_as_fr
ar,label_environment,same_as_fr
ar,alert_auto_generated_notice,same_as_fr
ar,account_management_system,same_as_fr
ar,alert_generated_by_safemail,same_as_fr
ar,contact_technical_team,same_as_fr
ar,password_reset_title,same_as_fr
ar,password_reset_heading,same_as_fr
ar,greeting_simple_name,same_as_fr
ar,password_reset_reason,same_as_fr
ar,password_reset_click_link,same_as_fr
ar,password_reset_no_action_needed,same_as_fr
ar,thank_you_using_brand,same_as_fr
az,compte_created_subject,same_as_fr
az,compte_created_title,same_as_fr
az,greeting,same_as_fr
az,compte_created_message,same_as_fr
az,credentials_title,same_as_fr
az,label_email,same_as_fr
az,label_password,same_as_fr
az,label_initial_balance,same_as_fr
az,cta_login,same_as_fr
az,info_access,same_as_fr
az,support_contact,same_as_fr
az,footer_thanks,same_as_fr
az,footer_brand,same_as_fr
az,footer_partner,same_as_fr
az,virement_success_subject,same_as_fr
az,virement_success_title,same_as_fr
az,virement_success_message,same_as_fr
az,virement_failed_subject,same_as_fr
az,virement_failed_title,same_as_fr
az,virement_failed_message,same_as_fr
az,details_title,same_as_fr
az,label_amount,same_as_fr
az,label_date,same_as_fr
az,label_beneficiary,same_as_fr
az,virement_notice,same_as_fr
az,thanks,same_as_fr
az,contact_support_for_info,same_as_fr
az,regards,same_as_fr
az,service_client,same_as_fr
az,auto_generated_notice,same_as_fr
az,compte_activated_title,same_as_fr
az,compte_activated_heading,same_as_fr
az,good_news,same_as_fr
az,compte_activated_message,same_as_fr
az,compte_activated_explanation,same_as_fr
az,label_holder,same_as_fr
az,label_current_balance,same_as_fr
az,label_status,same_as_fr
az,status_active,same_as_fr
az,you_can_now,same_as_fr
az,can_make_transfers,same_as_fr
az,check_balance,same_as_fr
az,manage_transactions,same_as_fr
az,access_services,same_as_fr
az,thanks_welcome,same_as_fr
az,unlock_code_used_title,same_as_fr
az,unlock_code_used_heading,same_as_fr
az,greeting_simple,same_as_fr
az,info_notification,same_as_fr
az,unlock_code_used_alert,same_as_fr
az,unlock_code_used_explanation,same_as_fr
az,label_date_time,same_as_fr
az,label_transfer_amount,same_as_fr
az,label_recipient,same_as_fr
az,urgent_if_not_you,same_as_fr
az,contact_support_immediately,same_as_fr
az,check_recent_transactions,same_as_fr
az,change_access_codes,same_as_fr
az,if_legitimate,same_as_fr
az,client_can_finalize,same_as_fr
az,transfer_unlock_code_title,same_as_fr
az,transfer_unlock_heading,same_as_fr
az,transfer_unlock_message_intro,same_as_fr
az,transfer_unlock_code_label,same_as_fr
az,your_unlock_code,same_as_fr
az,do_not_share_unlock_code,same_as_fr
az,unlock_code_personal_confidential,same_as_fr
az,unlock_code_needed_finalize,same_as_fr
az,contact_support_for_questions,same_as_fr
az,welcome_title,same_as_fr
az,welcome_heading,same_as_fr
az,welcome_message,same_as_fr
az,login_credentials_title,same_as_fr
az,access_member_area,same_as_fr
az,pleasure_to_assist,same_as_fr
az,balance_decreased_title,same_as_fr
az,balance_decreased_heading,same_as_fr
az,balance_decreased_message,same_as_fr
az,operation_details,same_as_fr
az,label_amount_deducted,same_as_fr
az,label_new_balance,same_as_fr
az,contact_us_if_questions,same_as_fr
az,balance_increased_title,same_as_fr
az,balance_increased_heading,same_as_fr
az,balance_increased_message,same_as_fr
az,label_amount_added,same_as_fr
az,thank_you_trust,same_as_fr
az,refund_title,same_as_fr
az,refund_heading,same_as_fr
az,refund_message,same_as_fr
az,transfer_details,same_as_fr
az,label_transfer_date,same_as_fr
az,label_transfer_reason,same_as_fr
az,refund_amount_text,same_as_fr
az,refund_apology_contact,same_as_fr
az,mail_error_alert_title,same_as_fr
az,system_alert,same_as_fr
az,mail_send_failure_detected,same_as_fr
az,email_sending_problem,same_as_fr
az,email_send_failure_explanation,same_as_fr
az,error_details,same_as_fr
az,label_failed_recipient,same_as_fr
az,label_context,same_as_fr
az,label_error_message,same_as_fr
az,possible_causes,same_as_fr
az,cause_daily_limit,same_as_fr
az,cause_daily_limit_details,same_as_fr
az,cause_smtp_connection,same_as_fr
az,cause_smtp_connection_details,same_as_fr
az,cause_auth_failed,same_as_fr
az,cause_auth_failed_details,same_as_fr
az,cause_app_password_revoked,same_as_fr
az,cause_app_password_revoked_details,same_as_fr
az,recommended_actions,same_as_fr
az,action_if_limit,same_as_fr
az,action_if_limit_details,same_as_fr
az,action_check_logs,same_as_fr
az,action_check_logs_details,same_as_fr
az,action_test_connection,same_as_fr
az,action_check_config,same_as_fr
az,action_check_config_details,same_as_fr
az,action_regenerate_password,same_as_fr
az,action_regenerate_password_details,same_as_fr
az,system_information,same_as_fr
az,label_smtp_server,same_as_fr
az,label_port,same_as_fr
az,label_account,same_as_fr
az,label_environment,same_as_fr
az,alert_auto_generated_notice,same_as_fr
az,account_management_system,same_as_fr
az,alert_generated_by_safemail,same_as_fr
az,contact_technical_team,same_as_fr
az,password_reset_title,same_as_fr
az,password_reset_heading,same_as_fr
az,greeting_simple_name,same_as_fr
az,password_reset_reason,same_as_fr
az,password_reset_click_link,same_as_fr
az,password_reset_no_action_needed,same_as_fr
az,thank_you_using_brand,same_as_fr
be,label_email,same_as_fr
be,footer_brand,same_as_fr
be,label_date,same_as_fr
be,label_port,same_as_fr
be,compte_created_subject,same_as_en
be,compte_created_title,same_as_en
be,greeting,same_as_en
be,credentials_title,same_as_en
be,label_password,same_as_en
be,label_initial_balance,same_as_en
be,cta_login,same_as_en
be,info_access,same_as_en
be,footer_partner,same_as_en
be,virement_success_subject,same_as_en
be,virement_success_title,same_as_en
be,virement_success_message,same_as_en
be,virement_failed_subject,same_as_en
be,virement_failed_title,same_as_en
be,virement_failed_message,same_as_en
be,details_title,same_as_en
be,label_amount,same_as_en
be,label_beneficiary,same_as_en
be,virement_notice,same_as_en
be,thanks,same_as_en
be,regards,same_as_en
be,service_client,same_as_en
be,auto_generated_notice,same_as_en
be,compte_activated_title,same_as_en
be,compte_activated_heading,same_as_en
be,good_news,same_as_en
be,compte_activated_message,same_as_en
be,compte_activated_explanation,same_as_en
be,label_holder,same_as_en
be,label_current_balance,same_as_en
be,label_status,same_as_en
be,status_active,same_as_en
be,you_can_now,same_as_en
be,can_make_transfers,same_as_en
be,check_balance,same_as_en
be,manage_transactions,same_as_en
be,access_services,same_as_en
be,thanks_welcome,same_as_en
be,unlock_code_used_title,same_as_en
be,unlock_code_used_heading,same_as_en
be,greeting_simple,same_as_en
be,info_notification,same_as_en
be,label_date_time,same_as_en
be,label_transfer_amount,same_as_en
be,label_recipient,same_as_en
be,contact_support_immediately,same_as_en
be,check_recent_transactions,same_as_en
be,if_legitimate,same_as_en
be,client_can_finalize,same_as_en
be,transfer_unlock_code_title,same_as_en
be,transfer_unlock_heading,same_as_en
be,transfer_unlock_message_intro,same_as_en
be,transfer_unlock_code_label,same_as_en
be,your_unlock_code,same_as_en
be,do_not_share_unlock_code,same_as_en
be,unlock_code_personal_confidential,same_as_en
be,unlock_code_needed_finalize,same_as_en
be,contact_support_for_questions,same_as_en
be,welcome_title,same_as_en
be,welcome_heading,same_as_en
be,login_credentials_title,same_as_en
be,pleasure_to_assist,same_as_en
be,balance_decreased_title,same_as_en
be,balance_decreased_heading,same_as_en
be,balance_decreased_message,same_as_en
be,label_amount_deducted,same_as_en
be,label_new_balance,same_as_en
be,balance_increased_title,same_as_en
be,balance_increased_heading,same_as_en
be,balance_increased_message,same_as_en
be,label_amount_added,same_as_en
be,thank_you_trust,same_as_en
be,refund_title,same_as_en
be,refund_heading,same_as_en
be,refund_message,same_as_en
be,transfer_details,same_as_en
be,label_transfer_date,same_as_en
be,label_transfer_reason,same_as_en
be,refund_amount_text,same_as_en
be,mail_error_alert_title,same_as_en
be,system_alert,same_as_en
be,label_failed_recipient,same_as_en
be,label_context,same_as_en
be,possible_causes,same_as_en
be,cause_daily_limit,same_as_en
be,cause_smtp_connection,same_as_en
be,cause_smtp_connection_details,same_as_en
be,cause_auth_failed,same_as_en
be,cause_auth_failed_details,same_as_en
be,recommended_actions,same_as_en
be,action_if_limit,same_as_en
be,action_check_logs,same_as_en
be,action_check_logs_details,same_as_en
be,action_test_connection,same_as_en
be,action_check_config,same_as_en
be,action_check_config_details,same_as_en
be,action_regenerate_password,same_as_en
be,system_information,same_as_en
be,label_smtp_server,same_as_en
be,label_account,same_as_en
be,label_environment,same_as_en
be,account_management_system,same_as_en
be,alert_generated_by_safemail,same_as_en
be,contact_technical_team,same_as_en
be,password_reset_title,same_as_en
be,password_reset_heading,same_as_en
be,greeting_simple_name,same_as_en
be,password_reset_reason,same_as_en
be,password_reset_click_link,same_as_en
be,compte_created_message,translated
be,support_contact,translated
be,footer_thanks,translated
be,contact_support_for_info,translated
be,unlock_code_used_alert,translated
be,unlock_code_used_explanation,translated
be,urgent_if_not_you,translated
be,change_access_codes,translated
be,welcome_message,translated
be,access_member_area,translated
be,operation_details,translated
be,contact_us_if_questions,translated
be,refund_apology_contact,translated
be,mail_send_failure_detected,translated
be,email_sending_problem,translated
be,email_send_failure_explanation,translated
be,error_details,translated
be,label_error_message,translated
be,cause_daily_limit_details,translated
be,cause_app_password_revoked,translated
be,cause_app_password_revoked_details,translated
be,action_if_limit_details,translated
be,action_regenerate_password_details,translated
be,alert_auto_generated_notice,translated
be,password_reset_no_action_needed,translated
be,thank_you_using_brand,translated
bg,label_email,same_as_fr
bg,footer_brand,same_as_fr
bg,label_date,same_as_fr
bg,label_port,same_as_fr
bg,compte_created_subject,same_as_en
bg,compte_created_title,same_as_en
bg,greeting,same_as_en
bg,credentials_title,same_as_en
bg,label_password,same_as_en
bg,label_initial_balance,same_as_en
bg,cta_login,same_as_en
bg,info_access,same_as_en
bg,footer_partner,same_as_en
bg,virement_success_subject,same_as_en
bg,virement_success_title,same_as_en
bg,virement_success_message,same_as_en
bg,virement_failed_subject,same_as_en
bg,virement_failed_title,same_as_en
bg,virement_failed_message,same_as_en
bg,details_title,same_as_en
bg,label_amount,same_as_en
bg,label_beneficiary,same_as_en
bg,virement_notice,same_as_en
bg,thanks,same_as_en
bg,regards,same_as_en
bg,service_client,same_as_en
bg,auto_generated_notice,same_as_en
bg,compte_activated_title,same_as_en
bg,compte_activated_heading,same_as_en
bg,good_news,same_as_en
bg,compte_activated_message,same_as_en
bg,compte_activated_explanation,same_as_en
bg,label_holder,same_as_en
bg,label_current_balance,same_as_en
bg,label_status,same_as_en
bg,status_active,same_as_en
bg,you_can_now,same_as_en
bg,can_make_transfers,same_as_en
bg,check_balance,same_as_en
bg,manage_transactions,same_as_en
bg,access_services,same_as_en
bg,thanks_welcome,same_as_en
bg,unlock_code_used_title,same_as_en
bg,unlock_code_used_heading,same_as_en
bg,greeting_simple,same_as_en
bg,info_notification,same_as_en
bg,label_date_time,same_as_en
bg,label_transfer_amount,same_as_en
bg,label_recipient,same_as_en
bg,contact_support_immediately,same_as_en
bg,check_recent_transactions,same_as_en
bg,if_legitimate,same_as_en
bg,client_can_finalize,same_as_en
bg,transfer_unlock_code_title,same_as_en
bg,transfer_unlock_heading,same_as_en
bg,transfer_unlock_message_intro,same_as_en
bg,transfer_unlock_code_label,same_as_en
bg,your_unlock_code,same_as_en
bg,do_not_share_unlock_code,same_as_en
bg,unlock_code_personal_confidential,same_as_en
bg,unlock_code_needed_finalize,same_as_en
bg,contact_support_for_questions,same_as_en
bg,welcome_title,same_as_en
bg,welcome_heading,same_as_en
bg,login_credentials_title,same_as_en
bg,pleasure_to_assist,same_as_en
bg,balance_decreased_title,same_as_en
bg,balance_decreased_heading,same_as_en
bg,balance_decreased_message,same_as_en
bg,label_amount_deducted,same_as_en
bg,label_new_balance,same_as_en
bg,balance_increased_title,same_as_en
bg,balance_increased_heading,same_as_en
bg,balance_increased_message,same_as_en
bg,label_amount_added,same_as_en
bg,thank_you_trust,same_as_en
bg,refund_title,same_as_en
bg,refund_heading,same_as_en
bg,refund_message,same_as_en
bg,transfer_details,same_as_en
bg,label_transfer_date,same_as_en
bg,label_transfer_reason,same_as_en
bg,refund_amount_text,same_as_en
bg,mail_error_alert_title,same_as_en
bg,system_alert,same_as_en
bg,label_failed_recipient,same_as_en
bg,label_context,same_as_en
bg,possible_causes,same_as_en
bg,cause_daily_limit,same_as_en
bg,cause_smtp_connection,same_as_en
bg,cause_smtp_connection_details,same_as_en
bg,cause_auth_failed,same_as_en
bg,cause_auth_failed_details,same_as_en
bg,recommended_actions,same_as_en
bg,action_if_limit,same_as_en
bg,action_check_logs,same_as_en
bg,action_check_logs_details,same_as_en
bg,action_test_connection,same_as_en
bg,action_check_config,same_as_en
bg,action_check_config_details,same_as_en
bg,action_regenerate_password,same_as_en
bg,system_information,same_as_en
bg,label_smtp_server,same_as_en
bg,label_account,same_as_en
bg,label_environment,same_as_en
bg,account_management_system,same_as_en
bg,alert_generated_by_safemail,same_as_en
bg,contact_technical_team,same_as_en
bg,password_reset_title,same_as_en
bg,password_reset_heading,same_as_en
bg,greeting_simple_name,same_as_en
bg,password_reset_reason,same_as_en
bg,password_reset_click_link,same_as_en
bg,compte_created_message,translated
bg,support_contact,translated
bg,footer_thanks,translated
bg,contact_support_for_info,translated
bg,unlock_code_used_alert,translated
bg,unlock_code_used_explanation,translated
bg,urgent_if_not_you,translated
bg,change_access_codes,translated
bg,welcome_message,translated
bg,access_member_area,translated
bg,operation_details,translated
bg,contact_us_if_questions,translated
bg,refund_apology_contact,translated
bg,mail_send_failure_detected,translated
bg,email_sending_problem,translated
bg,email_send_failure_explanation,translated
bg,error_details,translated
bg,label_error_message,translated
bg,cause_daily_limit_details,translated
bg,cause_app_password_revoked,translated
bg,cause_app_password_revoked_details,translated
bg,action_if_limit_details,translated
bg,action_regenerate_password_details,translated
bg,alert_auto_generated_notice,translated
bg,password_reset_no_action_needed,translated
bg,thank_you_using_brand,translated
bn,compte_created_subject,same_as_fr
bn,compte_created_title,same_as_fr
bn,greeting,same_as_fr
bn,compte_created_message,same_as_fr
bn,credentials_title,same_as_fr
bn,label_email,same_as_fr
bn,label_password,same_as_fr
bn,label_initial_balance,same_as_fr
bn,cta_login,same_as_fr
bn,info_access,same_as_fr
bn,support_contact,same_as_fr
